Rk,Pick,YR,HT,PLAYER,TEAM,CONF,G,ROLE,MIN_PCT,PRPG,D_PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A_TO,BLK,STL,FTR,FC40,DUNKS_MADE_ATT,DUNKS_PCT,CLOSE_2_MADE_ATT,CLOSE_2_PCT,FAR_2_MADE_ATT,FAR_2_PCT,FT_MADE_ATT,FT_PCT,2P_MADE_ATT,2P_PCT,3PR,3P_PER_100,3P_MADE_ATT,3P_PCT
2229,-,Sr,6-10,Reis Jones,Charleston Southern,BSth,29,C,46.1,0.5,1.8,-1.3,-3.5,2.2,105.4,106.3,18.8,58.8,58.2,9.1,19.0,9.3,21.1,0.7,9.1,0.8,51.5,7.5,38-50,.760,70-120,.583,10-16,.625,37-70,.529,80-136,.588,0.0,0.0,0-0,.000
2230,-,Fr,6-9,Mihael Tomic,Incarnate Word,Slnd,20,C,15.0,0.5,0.5,-5.0,-2.9,-2.1,127.6,118.9,10.3,58.8,63.9,13.8,14.6,2.2,17.6,0.5,2.0,0.7,70.6,6.7,0-0,.000,9-15,.600,1-2,.500,9-12,.750,10-17,.588,0.0,0.0,0-0,.000
2231,-,Sr,6-4,Anthony Wrzeszcz,New Mexico St.,CUSA,29,Wing G,61.7,0.5,1.7,-2.4,-1.5,-1.0,106.9,114.1,14.3,48.4,51.5,1.1,7.9,7.2,12.0,1.4,0.7,1.0,18.3,3.0,2-2,1.000,14-27,.519,1-4,.250,28-34,.824,15-31,.484,83.3,12.7,50-155,.323
2232,-,Fr,6-7,Naas Cunningham,UNLV,MWC,20,Wing G,18.9,0.5,0.9,-2.9,-0.8,-2.1,100.5,114.4,20.9,41.5,48.5,1.8,8.0,10.3,12.4,1.4,0.0,1.7,40.9,2.5,3-3,1.000,9-15,.600,11-30,.367,29-36,.806,20-45,.444,48.9,9.3,11-43,.256
2233,-,Sr,6-7,Justin Hawkins,Niagara,MAAC,29,Wing G,65.3,0.5,1.3,-4.4,-2.7,-1.7,99.4,120.3,20.7,46.9,50.5,4.7,11.2,19.4,17.3,1.5,1.3,1.7,37.4,3.5,1-1,1.000,58-115,.504,14-43,.326,49-73,.671,72-158,.456,19.0,3.1,13-37,.351
2234,-,Jr,6-8,Tate Laczkowski,Army,Pat,30,PF/C,52.7,0.5,1.4,-1.6,-2.2,0.6,110.4,114.7,15.3,56.2,55.5,8.3,21.0,17.9,20.0,1.7,2.7,2.1,23.3,4.5,1-2,.500,53-82,.646,6-16,.375,14-30,.467,59-98,.602,24.0,2.9,9-31,.290
2235,-,Sr,6-7,Tom Mark,Cal St. Bakersfield,BW,26,Wing F,54.8,0.5,1.6,-1.1,-0.7,-0.4,107.5,116.2,13.3,51.1,54.0,5.7,12.8,7.7,15.6,1.1,5.0,2.1,34.6,3.8,10-11,.909,35-61,.574,9-22,.409,32-47,.681,44-83,.530,39.0,4.4,17-53,.321
2236,-,Fr,6-0,David Bolden,NJIT,AE,32,Scoring PG,75.1,0.5,2.2,-2.1,-2.0,-0.1,95.5,113.7,24.6,42.2,48.0,1.7,8.4,19.9,16.2,1.4,0.0,3.6,33.7,3.0,0-0,.000,23-58,.397,20-73,.274,93-116,.802,43-131,.328,61.9,13.1,68-213,.319
2237,-,Fr,6-7,Hudson Greer,Creighton,BE,22,Wing G,22.1,0.5,1.5,1.4,-0.1,1.4,99.1,102.0,17.5,56.0,56.8,3.1,13.4,5.6,20.0,0.5,1.6,2.3,19.3,3.6,4-4,1.000,16-25,.640,2-11,.182,10-16,.625,18-36,.500,56.6,9.1,19-47,.404
2238,-,Fr,6-6,Bryce Cofield,Cal St. Fullerton,BW,32,Wing F,53.3,0.5,1.9,-3.6,-3.0,-0.6,91.3,108.4,27.8,45.5,48.8,5.4,19.6,19.6,19.9,1.1,2.5,1.8,57.3,4.2,10-13,.769,86-157,.548,20-58,.345,84-145,.579,106-215,.493,15.0,3.0,6-38,.158
2239,-,Fr,6-4,Ashton Reynolds,Central Connecticut,NEC,21,Stretch 4,18.9,0.5,0.5,-3.0,-1.7,-1.3,116.8,119.6,17.4,50.0,56.4,8.2,11.9,4.5,10.0,1.0,5.2,1.2,44.2,5.5,3-3,1.000,13-26,.500,4-8,.500,19-23,.826,17-34,.500,34.6,5.2,6-18,.333
2240,-,Fr,6-6,Troy Plumtree,Cal Poly,BW,28,Wing G,28.4,0.5,0.9,-2.4,-1.6,-0.7,103.9,113.5,19.3,57.3,58.9,7.2,12.9,11.3,23.8,0.6,1.5,1.8,17.4,4.9,10-10,1.000,51-72,.708,1-7,.143,14-19,.737,52-79,.658,27.5,4.5,7-30,.233
2241,-,Sr,6-2,Isaiah Stafford,Southern Illinois,MVC,15,Wing G,22.4,0.5,2.1,-1.8,-2.2,0.4,99.5,101.4,20.7,45.5,49.5,2.4,13.4,8.0,12.7,1.0,0.4,2.0,30.3,3.6,1-1,1.000,7-12,.583,23-42,.548,22-30,.733,30-54,.556,45.5,9.2,10-45,.222
2242,-,Sr,6-8,Jorn Everson,Army,Pat,30,Wing F,45.5,0.5,0.7,-4.1,-0.8,-3.3,103.3,122.9,20.9,50.0,50.5,5.3,8.6,9.9,10.7,1.4,1.1,0.7,8.3,2.8,6-6,1.000,41-63,.651,16-44,.364,11-18,.611,57-107,.533,50.5,11.7,34-109,.312
2243,-,Jr,6-10,Abdoulaye Fall,Albany,AE,7,Wing F,18.5,0.5,0.3,-4.4,-2.2,-2.1,108.0,131.7,16.9,51.9,56.2,5.6,8.1,6.9,18.6,0.7,0.0,1.4,26.4,3.4,1-1,1.000,16-29,.552,1-2,.500,12-14,.857,17-31,.548,41.5,6.2,7-22,.318
2244,-,Fr,6-6,Ja'Corey Robinson,Austin Peay,ASun,28,Wing G,41.2,0.5,1.7,0.8,-0.9,1.6,105.6,106.2,20.9,52.2,56.1,4.3,13.6,20.5,21.1,1.6,2.4,3.1,35.6,3.0,8-9,.889,54-88,.614,12-38,.316,36-48,.750,66-126,.524,6.7,1.1,3-9,.333
2245,-,Fr,6-4,Vince Buzelis,South Dakota,Sum,22,Wing G,44.2,0.5,1.6,-2.4,-2.5,0.1,106.2,115.0,16.7,55.6,61.4,6.6,15.6,10.8,25.0,0.8,1.4,1.7,64.3,4.6,3-4,.750,42-60,.700,5-17,.294,48-63,.762,47-77,.610,21.4,2.2,5-21,.238
2246,-,So,6-1,Luka Toews,Boston College,ACC,29,Scoring PG,49.4,0.5,2.2,-1.1,-1.8,0.7,98.9,105.0,18.3,50.9,51.2,1.6,6.5,21.8,20.1,1.7,0.7,1.3,8.1,3.7,0-0,.000,6-9,.667,35-84,.417,8-14,.571,41-93,.441,45.9,7.6,31-79,.392
2247,-,Sr,6-9,Nestor Dyachok,North Florida,ASun,30,Wing F,38.2,0.5,0.4,-5.9,-3.3,-2.5,110.8,127.3,15.3,49.5,54.0,7.1,8.9,11.3,15.1,1.6,0.9,0.8,49.5,5.7,3-3,1.000,36-56,.643,7-13,.538,32-46,.696,43-69,.623,25.8,2.9,2-24,.083
2248,-,Fr,6-3,Chadlyn Traylor,Charleston,CAA,31,Scoring PG,42.8,0.5,1.2,-2.1,-2.0,-0.1,113.8,114.3,12.9,51.0,52.1,1.1,5.4,21.2,12.7,4.1,0.8,1.2,32.3,3.7,2-2,1.000,12-20,.600,13-38,.342,18-32,.563,25-58,.431,41.4,4.5,17-41,.415
2249,-,So,6-8,Jaylan Ouwinga,Toledo,MAC,32,PF/C,46.7,0.5,1.6,-1.5,-1.2,-0.4,106.0,110.4,16.7,54.0,54.9,5.6,14.7,5.9,15.6,0.8,5.1,1.5,19.0,3.2,15-16,.938,45-72,.625,25-53,.472,19-31,.613,70-125,.560,23.3,3.7,12-38,.316
2250,-,Jr,6-6,Michael Cooper,Wagner,NEC,28,Wing F,34.0,0.5,0.8,-2.1,-0.6,-1.5,106.5,117.4,20.0,47.4,54.7,8.4,11.3,9.8,19.8,0.7,1.8,1.6,49.5,4.1,3-3,1.000,18-41,.439,7-17,.412,39-48,.813,25-58,.431,40.2,6.2,14-39,.359
2251,-,Fr,6-2,Armelo Boone,Western Kentucky,CUSA,27,Wing G,55.5,0.5,2.7,-0.5,-0.8,0.3,92.7,103.1,26.4,39.9,43.4,6.7,19.9,18.1,15.2,1.2,2.2,2.8,26.4,2.9,13-26,.500,66-133,.496,19-73,.260,52-77,.675,85-206,.413,29.5,7.2,21-86,.244
2252,-,Sr,6-9,Joseph Locandro,Maryland Eastern Shore,MEAC,30,Stretch 4,47.6,0.5,1.2,-2.9,-0.9,-2.1,99.7,116.1,23.7,56.0,57.5,5.2,15.1,6.3,21.5,0.3,2.8,0.7,16.1,3.8,1-3,.333,47-80,.588,24-54,.444,26-35,.743,71-134,.530,38.5,8.9,34-84,.405
2253,-,Jr,6-8,Rory Stewart,Florida Gulf Coast,ASun,28,Wing F,47.0,0.5,1.3,-1.9,0.3,-2.2,108.9,117.2,15.5,48.4,49.0,5.0,9.4,5.6,7.4,1.8,0.9,1.3,6.4,1.6,0-0,.000,5-14,.357,12-24,.500,8-12,.667,17-38,.447,79.7,14.2,49-149,.329
2254,-,Jr,6-3,Dean Shepherd,Delaware St.,MEAC,24,Combo G,27.4,0.5,0.8,-3.1,-2.6,-0.5,109.4,115.6,19.5,39.6,52.5,5.0,7.1,9.2,9.4,1.2,0.0,2.8,87.5,4.6,0-0,.000,16-36,.444,5-14,.357,50-63,.794,21-50,.420,30.6,4.5,5-22,.227
2255,-,So,6-8,Mekhi Turner,Tennessee Tech,OVC,22,C,16.6,0.5,0.7,-1.3,-1.3,0.0,110.2,111.8,22.1,57.1,58.7,15.2,19.0,11.7,20.0,0.6,3.9,2.2,53.1,7.3,10-10,1.000,27-43,.628,1-6,.167,16-26,.615,28-49,.571,0.0,0.0,0-0,.000
2256,-,Sr,6-5,Dylan Jones,Southern Utah,WAC,27,Wing G,58.6,0.5,1.1,-3.6,-1.1,-2.5,105.4,121.8,13.4,53.0,54.3,3.0,5.5,5.9,15.4,1.0,0.3,1.0,9.1,1.7,1-1,1.000,16-22,.727,10-24,.417,12-15,.800,26-46,.565,72.1,9.8,41-119,.345
2257,-,Fr,6-6,Martin Kalu,Charleston,CAA,31,Wing G,66.8,0.5,2.3,-2.5,-2.1,-0.4,104.1,109.2,16.8,45.8,51.4,3.3,13.0,4.9,12.0,0.8,0.5,1.8,38.4,3.4,9-12,.750,33-50,.660,14-46,.304,67-86,.779,47-96,.490,57.1,8.9,37-128,.289
2258,-,Sr,6-6,Derrius Ward,Grambling St.,SWAC,31,Combo G,77.1,0.5,2.5,-2.1,-1.7,-0.4,99.2,111.4,20.3,48.0,52.5,3.1,9.4,17.2,21.1,1.1,1.0,1.8,31.2,2.5,6-8,.750,50-98,.510,9-33,.273,68-87,.782,59-131,.450,53.0,8.9,50-148,.338
2259,-,Jr,6-10,Grgur Brcic,Bucknell,Pat,18,C,22.8,0.5,1.3,-3.3,-2.2,-1.2,108.7,112.2,15.5,56.9,55.4,14.1,21.0,4.9,16.5,0.5,3.9,1.0,44.8,4.7,12-14,.857,32-50,.640,1-8,.125,12-26,.462,33-58,.569,0.0,0.0,0-0,.000
2260,-,So,6-6,Sir Mohammed,Notre Dame,ACC,31,Wing G,40.2,0.5,1.6,-2.0,-1.9,-0.1,92.4,106.4,24.5,45.6,46.9,6.3,12.2,19.1,22.1,1.0,1.1,1.8,26.0,3.7,0-2,.000,30-58,.517,29-69,.420,24-44,.545,59-127,.465,24.9,4.9,12-42,.286
2261,-,Fr,6-7,Harun Zrno,Rutgers,B10,34,Wing G,47.3,0.5,1.6,-0.7,0.2,-0.9,98.0,109.8,18.2,49.0,51.9,2.1,8.1,6.2,17.2,0.6,0.2,1.6,19.6,1.5,0-1,.000,13-23,.565,4-17,.235,30-38,.789,17-40,.425,79.4,14.2,52-154,.338
2262,-,Jr,6-5,Donald Hand Jr.,Boston College,ACC,28,Wing G,68.3,0.5,3.2,-2.3,-2.3,-0.0,90.1,104.1,25.2,38.2,44.9,2.0,14.0,9.0,13.3,0.7,0.4,1.0,46.2,1.8,2-3,.667,38-77,.494,34-95,.358,105-147,.714,72-172,.419,45.9,10.2,33-146,.226
2263,-,Sr,6-4,Keshawn Williams,Iona,MAAC,16,Wing G,28.2,0.5,1.9,-4.0,-2.4,-1.6,101.2,110.4,18.6,51.7,53.3,0.9,14.2,9.4,14.5,1.0,0.0,1.1,13.3,1.2,1-1,1.000,22-39,.564,19-42,.452,12-16,.750,41-81,.506,32.5,6.2,14-39,.359
2264,-,Sr,6-8,Dola Adebayo,George Mason,A10,26,Wing F,23.5,0.5,1.5,2.4,-0.8,3.2,106.8,98.2,18.4,46.8,52.0,8.9,15.2,7.0,15.5,0.7,3.2,3.5,33.8,4.5,9-10,.900,23-36,.639,4-18,.222,21-26,.808,27-54,.500,29.9,4.7,6-23,.261
2265,-,Jr,6-6,Kordrick Turner,Northwestern St.,Slnd,30,PF/C,33.4,0.5,0.9,-3.2,-1.5,-1.7,108.3,115.4,16.4,52.0,55.3,8.0,14.6,5.4,13.0,0.7,0.9,1.1,81.3,3.3,0-0,.000,24-44,.545,15-30,.500,37-61,.607,39-74,.527,1.3,0.2,0-1,.000
2266,-,So,6-5,Dylan Brumfield,Southern Miss,SB,33,Wing G,78.4,0.5,2.6,-2.1,-2.8,0.7,102.4,110.0,17.0,45.1,52.5,3.6,11.9,17.5,21.0,1.6,1.1,2.3,59.1,4.1,0-0,.000,60-101,.594,31-91,.341,95-127,.748,91-192,.474,10.7,1.3,4-23,.174
2267,-,Sr,6-2,Jojo Murphy,Seattle,WCC,33,Combo G,37.0,0.5,1.9,1.8,-0.5,2.2,100.8,97.4,20.4,47.0,50.7,3.8,13.6,16.3,14.5,1.8,0.5,2.8,24.3,2.4,0-0,.000,24-45,.533,10-30,.333,29-37,.784,34-75,.453,50.7,9.1,25-77,.325
2268,-,Sr,6-3,Cam Thrower,Penn,Ivy,26,Combo G,37.9,0.5,1.4,-1.1,-0.6,-0.5,101.1,110.5,19.3,47.7,52.3,3.0,8.0,13.1,19.0,1.2,0.7,1.6,24.4,2.1,0-0,.000,18-35,.514,7-36,.194,28-32,.875,25-71,.352,45.8,7.9,25-60,.417
2269,-,Jr,6-0,Hampton Sanders,Columbia,Ivy,26,Scoring PG,35.9,0.5,1.2,-2.7,-2.3,-0.4,107.2,111.2,17.9,50.6,55.5,2.2,11.1,21.5,24.6,1.9,0.3,2.1,41.0,3.7,0-0,.000,14-36,.389,4-7,.571,26-34,.765,18-43,.419,48.2,6.3,16-40,.400
2270,-,Sr,6-8,Jeremiah Oden,San Diego St.,MWC,29,Wing F,30.6,0.5,1.6,0.7,-0.7,1.4,105.9,99.2,15.7,50.0,53.2,5.0,13.5,4.5,12.9,0.7,1.0,1.7,33.0,2.7,10-12,.833,25-33,.758,4-19,.211,23-33,.697,29-52,.558,48.0,6.9,14-48,.292
2271,-,Sr,6-4,Isaiah Placide,Massachusetts,MAC,27,Wing G,18.1,0.5,0.6,0.6,2.1,-1.5,113.6,113.4,18.5,52.5,55.2,3.4,9.2,6.6,10.2,1.1,1.1,1.2,32.5,3.7,0-0,.000,5-9,.556,1-14,.071,18-26,.692,6-23,.261,71.3,13.5,24-57,.421
2272,-,Jr,6-7,Eugene Alvin,Morgan St.,MEAC,26,Wing F,47.3,0.5,1.0,-2.9,-1.2,-1.7,104.9,119.7,18.8,51.6,53.4,7.4,13.0,4.3,13.5,0.6,2.6,2.0,37.4,4.6,2-2,1.000,29-45,.644,15-43,.349,35-58,.603,44-88,.500,43.2,7.4,24-67,.358
2273,-,Sr,6-6,Jailen Daniel-Dalton,UC Riverside,BW,24,Wing F,47.2,0.5,1.8,-2.3,-2.3,0.0,107.3,112.5,13.6,50.5,54.7,6.4,14.3,6.7,16.0,0.9,2.1,1.5,44.4,4.7,7-10,.700,40-64,.625,4-10,.400,34-48,.708,44-74,.595,31.5,3.4,7-34,.206
2274,-,Fr,6-10,Alec Squires,South Dakota St.,Sum,29,C,35.8,0.5,1.1,-3.2,-2.8,-0.4,106.9,111.6,17.7,57.7,60.2,9.3,15.1,8.1,23.1,0.7,2.2,1.3,74.4,5.1,7-10,.700,40-59,.678,5-19,.263,37-58,.638,45-78,.577,0.0,0.0,0-0,.000
2275,-,Fr,6-0,Issac Williamson,UNLV,MWC,32,Combo G,53.9,0.5,1.9,-3.1,-2.4,-0.7,95.3,109.8,19.8,47.9,50.8,0.6,8.5,8.7,18.0,0.8,1.0,2.1,32.8,4.5,0-0,.000,31-65,.477,17-42,.405,51-77,.662,48-107,.449,54.5,9.7,43-128,.336
2276,-,Sr,6-3,Cam Amboree,Southern,SWAC,25,Scoring PG,53.6,0.5,1.7,-4.2,-2.3,-1.9,97.0,116.1,21.1,44.1,49.4,1.1,9.3,22.5,21.2,1.8,0.2,2.2,29.7,3.7,0-0,.000,26-69,.377,6-37,.162,52-63,.825,32-106,.302,50.0,8.8,41-106,.387
2277,-,Sr,6-6,Omari Hamilton,Alcorn St.,SWAC,32,Wing F,53.5,0.5,1.1,-4.6,-2.0,-2.6,99.9,119.3,20.1,48.5,52.4,6.9,18.5,5.0,15.9,0.4,0.8,1.3,39.3,3.0,1-1,1.000,54-97,.557,18-56,.321,55-79,.696,72-153,.471,23.9,4.0,17-48,.354
2278,-,Fr,6-4,Kaden Powers,Rutgers,B10,29,Combo G,33.3,0.5,1.5,-1.0,-0.3,-0.7,90.7,106.0,25.4,42.1,43.6,2.7,11.0,21.4,15.5,1.5,1.0,1.8,9.7,2.9,1-1,1.000,12-22,.545,28-87,.322,14-19,.737,40-109,.367,44.1,11.3,28-86,.326
2279,-,Sr,6-4,Chas Stinson,Stonehill,NEC,30,Wing G,68.1,0.5,2.7,-1.7,-2.9,1.2,97.1,107.2,24.0,46.7,51.5,6.0,15.0,13.2,18.4,0.8,3.6,2.0,44.9,4.0,4-4,1.000,97-197,.492,18-41,.439,86-122,.705,115-238,.483,12.5,2.4,8-34,.235
2280,-,Fr,6-4,Melvin Bell Jr.,San Jose St.,MWC,32,Wing G,83.6,0.5,1.8,-3.8,-1.6,-2.3,99.4,118.6,15.7,45.0,49.4,5.4,9.9,2.7,13.7,0.5,0.1,1.6,59.3,2.6,7-11,.636,60-105,.571,14-54,.259,81-131,.618,74-159,.465,28.1,3.5,17-62,.274
2281,-,Sr,6-0,Chris Terrell,New Mexico St.,CUSA,28,Scoring PG,29.0,0.5,1.1,-0.4,-1.5,1.1,105.1,108.0,19.3,50.0,52.1,1.0,12.8,26.7,19.9,2.3,0.4,2.8,14.1,4.2,0-0,.000,14-33,.424,10-27,.370,11-14,.786,24-60,.400,39.4,6.8,17-39,.436
2282,-,Fr,6-4,Sader Servilus,Valparaiso,MVC,24,Wing G,19.0,0.5,1.1,2.1,-0.3,2.4,112.0,102.9,16.0,52.3,54.5,11.1,16.2,11.1,16.7,1.4,1.8,3.4,70.5,5.6,2-2,1.000,13-19,.684,1-5,.200,18-31,.581,14-24,.583,45.5,4.9,6-20,.300
2283,-,Jr,6-7,Drew Larson,Niagara,MAAC,21,Wing F,18.5,0.5,0.6,-1.3,0.2,-1.5,111.2,117.1,17.4,53.1,53.5,10.1,17.1,12.7,11.8,1.6,0.6,2.1,39.6,3.7,2-2,1.000,12-20,.600,0-0,.000,10-19,.526,12-20,.600,58.3,8.2,9-28,.321
2284,-,So,6-10,Houran Dan,Seattle,WCC,33,C,37.8,0.5,1.8,-2.2,-3.8,1.6,101.6,100.5,19.4,57.3,58.7,8.6,9.9,4.7,20.9,0.3,3.2,1.4,46.8,5.9,23-27,.852,54-89,.607,17-35,.486,36-58,.621,71-124,.573,0.0,0.0,0-0,.000
2285,-,Jr,6-4,Mike Evbagharu,Canisius,MAAC,29,Wing G,80.7,0.5,2.3,-2.0,-1.7,-0.3,100.4,114.7,19.0,50.0,53.0,7.7,17.3,21.3,23.3,1.3,0.4,2.0,36.4,2.6,1-1,1.000,71-134,.530,21-46,.457,52-78,.667,92-180,.511,15.9,2.2,10-34,.294
2286,-,Sr,6-6,Tyler Andrews,Bethune Cookman,SWAC,25,Wing G,41.4,0.5,1.4,-1.1,-1.2,0.1,108.2,114.1,15.4,60.9,62.0,3.2,10.6,7.8,21.7,0.7,2.9,1.7,25.0,4.8,4-4,1.000,13-21,.619,7-15,.467,21-31,.677,20-36,.556,71.0,9.5,37-88,.420
2287,-,Sr,6-8,Daniel Mayfield,Mississippi Valley St.,SWAC,27,PF/C,61.7,0.5,1.1,-4.5,-2.0,-2.6,94.6,123.3,25.6,45.4,49.5,6.0,18.1,11.1,15.5,0.6,3.6,1.8,26.2,4.1,7-8,.875,49-95,.516,71-170,.418,67-85,.788,120-265,.453,18.2,4.3,18-59,.305
2288,-,Sr,6-2,Shaquil Bender,Long Beach St.,BW,29,Wing G,52.3,0.5,1.5,-4.3,-1.4,-2.9,90.8,114.8,27.2,48.6,50.7,1.6,8.3,11.2,19.9,0.7,1.2,1.3,15.5,3.4,3-3,1.000,40-68,.588,29-91,.319,33-44,.750,69-159,.434,44.0,11.1,46-125,.368
2289,-,Fr,6-8,Timotej Malovec,Miami FL,ACC,33,Wing F,35.1,0.5,1.6,-1.0,-1.7,0.7,107.5,103.4,14.0,50.0,51.9,1.0,9.6,9.0,16.7,1.4,1.7,1.2,17.1,4.8,0-1,.000,6-9,.667,0-3,.000,15-21,.714,6-12,.500,90.2,13.0,37-111,.333
2290,-,Fr,6-8,Shon Abaev,Cincinnati,B12,24,Stretch 4,28.8,0.5,2.1,0.3,-1.2,1.5,90.7,95.2,26.4,41.9,45.9,3.8,16.4,13.3,16.7,0.9,1.5,1.4,36.8,2.8,7-8,.875,20-31,.645,6-23,.261,37-57,.649,26-54,.481,65.2,15.3,26-101,.257
2291,-,Sr,6-9,Tariq Ingraham,Memphis,Amer,25,C,18.1,0.5,0.9,-1.3,-2.2,0.9,106.8,105.5,17.7,50.0,55.6,9.3,10.8,3.9,17.6,0.4,2.5,1.7,80.8,6.0,6-7,.857,22-40,.550,4-10,.400,28-42,.667,26-50,.520,3.8,0.5,0-2,.000
2292,-,So,6-9,Bryce Dortch,Rutgers,B10,31,C,32.5,0.5,1.6,0.1,-2.3,2.3,115.2,102.8,8.8,61.0,59.9,9.5,16.7,1.6,18.3,0.3,5.4,2.3,68.3,5.2,8-8,1.000,24-36,.667,1-5,.200,15-28,.536,25-41,.610,0.0,0.0,0-0,.000
2293,-,Sr,5-10,Derrick Talton Jr,Buffalo,MAC,30,Scoring PG,64.7,0.5,1.6,-3.5,-2.9,-0.6,105.7,116.8,15.5,46.6,49.2,3.5,8.1,23.7,20.5,2.5,0.2,2.7,26.5,3.3,0-0,.000,44-71,.620,11-35,.314,26-39,.667,55-106,.519,27.9,3.1,9-41,.220
2294,-,Jr,6-8,Bol Agu,Saint Peter's,MAAC,20,Stretch 4,17.0,0.5,0.9,-0.1,-1.1,0.9,116.7,106.4,14.8,45.9,49.4,10.8,12.7,4.4,6.5,1.2,4.3,3.8,24.5,5.4,0-0,.000,7-14,.500,8-13,.615,9-12,.750,15-27,.556,44.9,7.0,5-22,.227
2295,-,So,6-4,Jaxson Whitaker,Central Michigan,MAC,29,Combo G,45.8,0.5,0.8,-4.1,-1.2,-2.9,108.6,121.6,14.6,52.9,54.2,1.6,7.0,9.5,12.9,1.8,0.4,0.6,8.6,3.0,0-0,.000,15-24,.625,2-8,.250,10-12,.833,17-32,.531,77.1,11.9,38-108,.352
2296,-,So,6-5,Dontrez Williams,Lindenwood,OVC,28,Wing G,75.8,0.5,3.3,0.2,-1.8,2.0,94.5,105.2,25.1,47.7,49.4,3.8,13.1,13.5,18.1,0.8,2.5,4.5,39.1,3.3,18-19,.947,115-212,.542,19-60,.317,79-142,.556,134-272,.493,25.1,5.4,26-91,.286
2297,-,Sr,6-9,Alexander Richardson,Loyola Chicago,A10,30,C,29.3,0.5,1.1,-0.9,-1.9,0.9,106.8,110.0,16.2,57.7,56.1,12.2,22.3,11.6,20.3,1.0,5.1,0.9,53.5,5.3,7-10,.700,38-59,.644,3-11,.273,18-38,.474,41-70,.586,1.4,0.2,0-1,.000
2298,-,Sr,6-5,Damian Garcia,East Texas A&M,Slnd,30,Combo G,65.9,0.5,1.9,-1.6,-0.9,-0.7,94.7,113.5,22.6,47.6,49.1,3.5,10.5,16.8,15.7,1.4,1.9,2.3,27.5,2.6,4-6,.667,58-102,.569,3-23,.130,43-75,.573,61-125,.488,54.2,10.9,46-148,.311
2299,-,Sr,6-1,Sean Newman Jr.,San Diego St.,MWC,32,Scoring PG,37.8,0.5,1.7,0.9,-1.1,1.9,104.1,101.3,15.7,41.0,48.6,1.5,7.3,26.5,20.9,2.8,0.3,2.0,38.3,2.4,0-0,.000,18-30,.600,7-32,.219,31-36,.861,25-62,.403,34.0,3.7,9-32,.281
2300,-,So,6-10,Lathan Sommerville,Washington,B10,22,C,23.8,0.5,1.5,-3.3,-3.7,0.4,103.1,104.7,17.0,44.5,51.4,7.8,13.0,2.6,16.5,0.3,2.7,0.4,56.2,5.5,2-2,1.000,17-30,.567,14-38,.368,30-41,.732,31-68,.456,6.8,0.9,1-5,.200
2301,-,Sr,6-2,Kyle Carlesimo,Colgate,Pat,31,Wing G,59.7,0.5,1.6,-2.0,-0.9,-1.1,106.1,115.1,16.4,51.8,52.8,1.9,9.4,7.3,10.6,1.3,0.6,2.2,5.8,2.7,0-0,.000,7-11,.636,26-59,.441,11-13,.846,33-70,.471,69.0,12.4,56-156,.359
2302,-,Sr,6-6,Kooper Jacobi,Eastern Illinois,OVC,30,Wing F,84.1,0.5,2.4,-3.5,-1.4,-2.0,96.9,114.1,20.9,43.7,45.0,8.2,14.6,11.6,10.8,1.5,1.1,1.7,25.1,2.3,3-3,1.000,69-118,.585,41-118,.347,44-83,.530,110-236,.466,28.7,5.6,23-95,.242
2303,-,Sr,6-3,Milton Matthews,East Tennessee St.,SC,21,Combo G,15.1,0.5,0.9,-0.6,-0.5,-0.1,117.5,107.5,16.5,53.3,54.0,2.6,15.0,9.2,5.6,3.7,1.4,2.5,6.6,4.1,0-0,.000,2-4,.500,2-6,.333,3-4,.750,4-10,.400,83.6,15.8,19-51,.373
2304,-,Sr,6-2,Alexis Marmolejos,Pacific,WCC,23,Wing G,16.9,0.5,0.9,1.2,0.7,0.5,105.7,105.8,20.7,46.0,50.6,4.1,15.2,6.5,12.6,0.6,0.6,1.7,25.3,2.5,0-0,.000,10-21,.476,2-7,.286,16-19,.842,12-28,.429,62.7,13.6,15-47,.319
2305,-,Sr,7-0,Tegra Izay,Southern Miss,SB,33,C,26.1,0.5,1.1,1.0,-1.2,2.2,118.2,104.8,12.8,60.0,61.4,9.7,21.1,4.7,15.5,0.6,8.9,1.3,113.3,5.4,8-10,.800,23-33,.697,4-12,.333,31-51,.608,27-45,.600,0.0,0.0,0-0,.000
2306,-,Fr,6-6,Efeosa Oliogu-Elabor,Butler,BE,25,Combo G,31.5,0.5,1.7,-0.2,-1.7,1.5,93.3,103.6,21.3,41.9,46.8,5.3,9.8,22.1,23.6,1.4,1.7,2.7,55.2,3.7,10-12,.833,39-76,.513,2-10,.200,36-58,.621,41-86,.477,18.1,2.6,2-19,.105
2307,-,Jr,6-0,Hassan Perkins,Coppin St.,MEAC,30,Scoring PG,57.5,0.5,0.5,-5.7,-2.3,-3.3,104.7,127.7,17.5,49.7,54.5,1.3,7.0,27.8,21.5,2.0,0.2,1.3,45.5,2.4,0-0,.000,25-44,.568,8-34,.235,51-70,.729,33-78,.423,49.4,6.3,29-76,.382
